source_entry_id,source_observable,source_family,source_reference,current_canonical_observable_id,proposed_canonical_observable_id,same_measurement_as_other_sources,merged_with_source_ids,merge_reason,kept_distinct_reason,evidence_family,review_status
KOPPITZ_04_SHADING_OF_HANDS_NECK,Hands/neck: shading,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),hands_neck_shading,hands_neck_shading,no,,,"Shares evidence family 'colour_mood_flags' with entries from existing_doar_rule, family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Hands/neck: shading') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",colour_mood_flags,KEPT_DISTINCT
KOPPITZ_05_GROSS_ASYMMETRY_OF_LIMBS,Gross asymmetry of limbs,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),gross_asymmetry_of_limbs,gross_asymmetry_of_limbs,no,,,"Shares evidence family 'SYMMETRY_REGULARITY_FORMAL' with entries from family_drawing_2022_marker, feats_formal_element_scale, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Gross asymmetry of limbs') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SYMMETRY_REGULARITY_FORMAL,KEPT_DISTINCT
KOPPITZ_06_SLANTING_FIGURE,Slanting figure,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),slanting_figure,slanting_figure,no,,,"Shares evidence family 'LINE_GEOMETRY_FORMAL' with entries from feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Slanting figure') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",LINE_GEOMETRY_FORMAL,KEPT_DISTINCT
KOPPITZ_07_TINY_FIGURE,Person: relatively small size,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),person_relative_size_small,person_relative_size_small,yes,FAMILY_MARKER_10_UNUSUALLY_SMALL_FIGURES; HTP_42_PERSON_VERY_SMALL_PERSON,"Same measurable concept ('Person: relatively small size') as FAMILY_MARKER_10_UNUSUALLY_SMALL_FIGURES, HTP_42_PERSON_VERY_SMALL_PERSON -- merged under evidence family 'size_composition' because both describe the identical observable, not merely a similar interpretation.",,size_composition,MERGED
KOPPITZ_08_BIG_FIGURE,Person: relatively large size,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),person_relative_size_large,person_relative_size_large,yes,FAMILY_MARKER_11_UNUSUALLY_LARGE_FIGURES,"Same measurable concept ('Person: relatively large size') as FAMILY_MARKER_11_UNUSUALLY_LARGE_FIGURES -- merged under evidence family 'size_composition' because both describe the identical observable, not merely a similar interpretation.",,size_composition,MERGED
KOPPITZ_09_TRANSPARENCIES,Transparencies,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),transparencies,transparencies,no,,,"Shares evidence family 'SEMANTIC_THEME_CANDIDATE' with entries from family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Transparencies') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SEMANTIC_THEME_CANDIDATE,KEPT_DISTINCT
KOPPITZ_10_TINY_HEAD,Head: relatively small size,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),head_relative_size_small,head_relative_size_small,no,,,"Shares evidence family 'size_composition' with entries from existing_doar_rule, family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Head: relatively small size') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",size_composition,KEPT_DISTINCT
KOPPITZ_11_CROSSED_EYES,Eyes: crossed/inward,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),eyes_crossed,eyes_crossed,no,,,"Shares evidence family 'facial_feature_style' with entries from existing_doar_rule, family_drawing_2022_marker, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Eyes: crossed/inward') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",facial_feature_style,KEPT_DISTINCT
KOPPITZ_12_TEETH,Teeth,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),teeth,teeth,no,,,"Shares evidence family 'facial_feature_style' with entries from existing_doar_rule, family_drawing_2022_marker, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Teeth') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",facial_feature_style,KEPT_DISTINCT
KOPPITZ_13_SHORT_ARMS,Arms: relatively short length,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),arms_relative_length_short,arms_relative_length_short,no,,,"Shares evidence family 'size_composition' with entries from existing_doar_rule, family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Arms: relatively short length') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",size_composition,KEPT_DISTINCT
KOPPITZ_14_LONG_ARMS,Arms: relatively long length,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),arms_relative_length_long,arms_relative_length_long,no,,,"Shares evidence family 'size_composition' with entries from existing_doar_rule, family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Arms: relatively long length') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",size_composition,KEPT_DISTINCT
KOPPITZ_15_ARMS_CLINGING_TO_BODY,Arms clinging to body,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),arms_clinging_to_body,arms_clinging_to_body,no,,,"Shares evidence family 'SYMMETRY_REGULARITY_FORMAL' with entries from family_drawing_2022_marker, feats_formal_element_scale, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Arms clinging to body') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SYMMETRY_REGULARITY_FORMAL,KEPT_DISTINCT
KOPPITZ_16_BIG_HANDS,Hands: relatively large size,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),hands_relative_size_large,hands_relative_size_large,no,,,"Shares evidence family 'size_composition' with entries from existing_doar_rule, family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Hands: relatively large size') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",size_composition,KEPT_DISTINCT
KOPPITZ_17_HANDS_CUT_OFF___ABSENT,Hands: absent,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),missing_hands,missing_hands,yes,EN_COMPILED_MISSING_HANDS_035,"Same measurable concept ('Hands: absent') as EN_COMPILED_MISSING_HANDS_035 -- merged under evidence family 'missing_body_part' because both describe the identical observable, not merely a similar interpretation.",,missing_body_part,MERGED
KOPPITZ_18_LEGS_PRESSED_TOGETHER,Legs pressed together,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),legs_pressed_together,legs_pressed_together,no,,,"Shares evidence family 'SYMMETRY_REGULARITY_FORMAL' with entries from family_drawing_2022_marker, feats_formal_element_scale, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Legs pressed together') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SYMMETRY_REGULARITY_FORMAL,KEPT_DISTINCT
KOPPITZ_19_GENITALS,Genitals,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),genitals,genitals,no,,,"Shares evidence family 'SEMANTIC_THEME_CANDIDATE' with entries from family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Genitals') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SEMANTIC_THEME_CANDIDATE,KEPT_DISTINCT
KOPPITZ_20_MONSTER_GROTESQUE_FIGURE,Monster/grotesque figure,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),monster_grotesque_figure,monster_grotesque_figure,no,,,"Shares evidence family 'SEMANTIC_THEME_CANDIDATE' with entries from family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Monster/grotesque figure') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SEMANTIC_THEME_CANDIDATE,KEPT_DISTINCT
KOPPITZ_21_THREE_OR_MORE_FIGURES_SPONTANEOUSLY,Three or more figures spontaneously,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),three_or_more_figures_spontaneously,three_or_more_figures_spontaneously,no,,,"Shares evidence family 'SCENE_ORGANIZATION_FORMAL' with entries from family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Three or more figures spontaneously') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SCENE_ORGANIZATION_FORMAL,KEPT_DISTINCT
KOPPITZ_22_CLOUDS_RAIN_SNOW_FLYING_BIRDS,Clouds/rain/snow/flying birds,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),clouds_rain_snow_flying_birds,clouds_rain_snow_flying_birds,no,,,"Shares evidence family 'colour_mood_flags' with entries from existing_doar_rule, family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Clouds/rain/snow/flying birds') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",colour_mood_flags,KEPT_DISTINCT
KOPPITZ_23_NO_EYES,Eyes: absent,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),missing_eyes,missing_eyes,no,,,"Shares evidence family 'missing_body_part' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Eyes: absent') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",missing_body_part,KEPT_DISTINCT
KOPPITZ_24_NO_NOSE,Nose: absent,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),missing_nose,missing_nose,no,,,"Shares evidence family 'missing_body_part' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Nose: absent') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",missing_body_part,KEPT_DISTINCT
KOPPITZ_25_NO_MOUTH,Mouth: absent,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),missing_mouth,missing_mouth,yes,EN_COMPILED_MISSING_MOUTH_036,"Same measurable concept ('Mouth: absent') as EN_COMPILED_MISSING_MOUTH_036 -- merged under evidence family 'missing_body_part' because both describe the identical observable, not merely a similar interpretation.",,missing_body_part,MERGED
KOPPITZ_26_NO_BODY,Body/trunk: absent,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),missing_body_trunk,missing_body_trunk,no,,,"Shares evidence family 'missing_body_part' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Body/trunk: absent') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",missing_body_part,KEPT_DISTINCT
KOPPITZ_27_NO_ARMS,Arms: absent,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),missing_arms,missing_arms,no,,,"Shares evidence family 'missing_body_part' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Arms: absent') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",missing_body_part,KEPT_DISTINCT
KOPPITZ_28_NO_LEGS,Legs: absent,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),missing_legs,missing_legs,no,,,"Shares evidence family 'missing_body_part' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Legs: absent') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",missing_body_part,KEPT_DISTINCT
KOPPITZ_29_NO_FEET,Feet: absent,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),missing_feet,missing_feet,no,,,"Shares evidence family 'missing_body_part' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Feet: absent') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",missing_body_part,KEPT_DISTINCT
KOPPITZ_30_NO_NECK,Neck: absent,koppitz_hfd_indicator,Koppitz (1966) J. Clin. Psychol. 22(3); Catte & Cox (1999) Eur. Child Adolesc. Psychiatry 8(2),missing_neck,missing_neck,no,,,"Shares evidence family 'missing_body_part' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, htp_2023_meta_analysis, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Neck: absent') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",missing_body_part,KEPT_DISTINCT
HTP_01_WHOLE_EMPHASIS_ON_STRAIGHT_LINES,Emphasis on straight lines,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",emphasis_on_straight_lines,emphasis_on_straight_lines,no,,,"Shares evidence family 'LINE_GEOMETRY_FORMAL' with entries from feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Emphasis on straight lines') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",LINE_GEOMETRY_FORMAL,KEPT_DISTINCT
HTP_02_WHOLE_SIMPLIFIED_DRAWING,Simplified drawing,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",simplified_drawing,simplified_drawing,no,,,"Shares evidence family 'SCENE_ORGANIZATION_FORMAL' with entries from family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Simplified drawing') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SCENE_ORGANIZATION_FORMAL,KEPT_DISTINCT
HTP_03_WHOLE_NO_THEME,No theme,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",no_theme,no_theme,no,,,"Shares evidence family 'SEMANTIC_THEME_CANDIDATE' with entries from family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('No theme') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SEMANTIC_THEME_CANDIDATE,KEPT_DISTINCT
HTP_04_WHOLE_SMALL_DRAWING_SIZE,Whole drawing: relatively small size,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",whole_drawing_relative_size_small,whole_drawing_relative_size_small,yes,PSY_AR_SIZE_SMALL_016,"Same measurable concept ('Whole drawing: relatively small size') as PSY_AR_SIZE_SMALL_016 -- merged under evidence family 'size_composition' because both describe the identical observable, not merely a similar interpretation.",,size_composition,MERGED
HTP_05_WHOLE_EXCESSIVE_SEPARATION_AMONG_ITEMS,Excessive separation among items,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",excessive_separation_among_items,excessive_separation_among_items,no,,,"Shares evidence family 'SCENE_ORGANIZATION_FORMAL' with entries from family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Excessive separation among items') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SCENE_ORGANIZATION_FORMAL,KEPT_DISTINCT
HTP_06_WHOLE_WEAK_OR_INTERMITTENT_LINES,Weak or intermittent lines,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",weak_or_intermittent_lines,weak_or_intermittent_lines,no,,,"Shares evidence family 'LINE_GEOMETRY_FORMAL' with entries from feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Weak or intermittent lines') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",LINE_GEOMETRY_FORMAL,KEPT_DISTINCT
HTP_07_WHOLE_NO_MOTION,No motion,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",no_motion,no_motion,no,,,"Shares evidence family 'SEMANTIC_THEME_CANDIDATE' with entries from family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('No motion') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SEMANTIC_THEME_CANDIDATE,KEPT_DISTINCT
HTP_08_WHOLE_SHADOW,Shadow,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",shadow,shadow,no,,,"Shares evidence family 'colour_mood_flags' with entries from existing_doar_rule, family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Shadow') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",colour_mood_flags,KEPT_DISTINCT
HTP_09_WHOLE_OMITTED_HOUSE_TREE_PERSON,Whole scene: house/tree/person omitted,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",whole_scene_object_omitted,whole_scene_object_omitted,no,,,"Shares evidence family 'missing_body_part' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Whole scene: house/tree/person omitted') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",missing_body_part,KEPT_DISTINCT
HTP_10_WHOLE_SHADED_BLACKENED_DRAWING,Whole drawing: shaded/blackened area,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",whole_drawing_darkness,whole_drawing_darkness,yes,OBJFEAT_26_BLACKENED_AREA_RATIO,"Same measurable concept ('Whole drawing: shaded/blackened area') as OBJFEAT_26_BLACKENED_AREA_RATIO -- merged under evidence family 'colour_mood_flags' because both describe the identical observable, not merely a similar interpretation.",,colour_mood_flags,MERGED
HTP_11_WHOLE_NO_ADDITIONAL_DECORATION,No additional decoration,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",no_additional_decoration,no_additional_decoration,no,,,"Shares evidence family 'detail_fixation' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('No additional decoration') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",detail_fixation,KEPT_DISTINCT
HTP_12_WHOLE_SCRIBBLED_DRAWING,Scribbled drawing,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",scribbled_drawing,scribbled_drawing,no,,,"Shares evidence family 'STROKE_DENSITY_TEXTURE_FORMAL' with entries from family_drawing_2022_global_scale, feats_formal_element_scale, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Scribbled drawing') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",STROKE_DENSITY_TEXTURE_FORMAL,KEPT_DISTINCT
HTP_13_WHOLE_EMPHASIZED_HORIZON,Emphasized horizon,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",emphasized_horizon,emphasized_horizon,no,,,"Shares evidence family 'SCENE_ORGANIZATION_FORMAL' with entries from family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Emphasized horizon') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SCENE_ORGANIZATION_FORMAL,KEPT_DISTINCT
HTP_14_WHOLE_WEIGHTED_REPEATED_LINES,Weighted/repeated lines,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",weighted_repeated_lines,weighted_repeated_lines,no,,,"Shares evidence family 'LINE_GEOMETRY_FORMAL' with entries from feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Weighted/repeated lines') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",LINE_GEOMETRY_FORMAL,KEPT_DISTINCT
HTP_15_WHOLE_FENCE,Fence,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",fence,fence,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, tree_imagery_2026_update, but names a distinct, object/context-specific measurable concept ('Fence') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
HTP_16_HOUSE_BIZARRE_HOUSE,Bizarre house,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",bizarre_house,bizarre_house,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, tree_imagery_2026_update, but names a distinct, object/context-specific measurable concept ('Bizarre house') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
HTP_17_HOUSE_NO_DOOR,House: door absent,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",house_door_missing,house_door_missing,no,,,"Shares evidence family 'missing_body_part' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('House: door absent') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",missing_body_part,KEPT_DISTINCT
HTP_18_HOUSE_VERY_SMALL_HOUSE,House: relatively small size,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",house_relative_size_small,house_relative_size_small,no,,,"Shares evidence family 'size_composition' with entries from existing_doar_rule, family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('House: relatively small size') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",size_composition,KEPT_DISTINCT
HTP_19_HOUSE_NO_WINDOW,House: window absent,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",house_window_missing,house_window_missing,no,,,"Shares evidence family 'missing_body_part' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('House: window absent') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",missing_body_part,KEPT_DISTINCT
HTP_20_HOUSE_LEANING_HOUSE,Leaning house,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",leaning_house,leaning_house,no,,,"Shares evidence family 'LINE_GEOMETRY_FORMAL' with entries from feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Leaning house') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",LINE_GEOMETRY_FORMAL,KEPT_DISTINCT
HTP_21_HOUSE_DECORATED_ROOF,Decorated roof,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",decorated_roof,decorated_roof,no,,,"Shares evidence family 'detail_fixation' with entries from existing_doar_rule, family_drawing_2022_marker, feats_formal_element_scale, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Decorated roof') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",detail_fixation,KEPT_DISTINCT
HTP_22_HOUSE_SMOKING_CHIMNEY,Smoking chimney,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",smoking_chimney,smoking_chimney,no,,,"Shares evidence family 'object_symbolism' with entries from existing_doar_rule, tree_imagery_2026_update, but names a distinct, object/context-specific measurable concept ('Smoking chimney') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",object_symbolism,KEPT_DISTINCT
HTP_23_HOUSE_TWO-DIMENSIONAL_HOUSE,Two-dimensional house,htp_2023_meta_analysis,"Guo et al. (2023) Front. Psychiatry 13:1041770 (30 studies, n=6295)",two_dimensional_house,two_dimensional_house,no,,,"Shares evidence family 'SCENE_ORGANIZATION_FORMAL' with entries from family_drawing_2022_global_scale, family_drawing_2022_marker, feats_formal_element_scale, koppitz_hfd_indicator, new_objective_graphic_feature, but names a distinct, object/context-specific measurable concept ('Two-dimensional house') -- not merged without verified measurement equivalence (see Step 2's own worked counter-examples).",SCENE_ORGANIZATION_FORMAL,KEPT_DISTINCT
